kernel_radius, b  , c  , h  , w  , max_fn_sec, max_fn_value, luca_fn_sec          , luca_fn_value
            2,  64,  32,  64,  64,           ,             , 0.012033150999968711 , 0.4114287197589874
            2,  64,  32, 128, 128,           ,             , 0.044465645000173026 , 0.4510996341705322
            2,  64,  64,   4,   4,           ,             , 0.0011650500000541797, 0.3013167977333069
            2,  64,  64,   8,   8,           ,             , 0.0012782629999037454, 0.33394476771354675
            2,  64,  64,  16,  16,           ,             , 0.0029616100000566803, 0.41056695580482483
            2,  64,  64,  32,  32,           ,             , 0.009438175000013871 , 0.42738601565361023
            2,  64,  64,  64,  64,           ,             , 0.03628980500002399  , 0.42295733094215393
            2,  64,  64, 128, 128,           ,             , 0.1371019600001091   , 0.445745050907135
            2,  64, 128,   4,   4,           ,             , 0.0011968670000896964, 0.32707104086875916
            2,  64, 128,   8,   8,           ,             , 0.0021804269999847747, 0.3544914722442627
            2,  64, 128,  16,  16,           ,             , 0.009735206999948787 , 0.46845072507858276
            2,  64, 128,  32,  32,           ,             , 0.03671737900003791  , 0.4395001530647278
            2,  64, 128,  64,  64,           ,             , 0.13740972199980206  , 0.4823644757270813
            2,  64, 128, 128, 128,           ,             , 0.5373119759999554   , 0.4854852855205536
            2, 128,   4,   4,   4,           ,             , 0.0014576080000097136, 0.09403727948665619
            2, 128,   4,   8,   8,           ,             , 0.0012940799999796582, 0.11846169084310532
            2, 128,   4,  16,  16,           ,             , 0.0016973229999166506, 0.1288643777370453
            2, 128,   4,  32,  32,           ,             , 0.0019175840000116295, 0.13680313527584076
            2, 128,   4,  64,  64,           ,             , 0.0026557539999885194, 0.1912241131067276
            2, 128,   4, 128, 128,           ,             , 0.005436492000171711 , 0.1867145299911499
            2, 128,   8,   4,   4,           ,             , 0.0012912980000692187, 0.11566954106092453
            2, 128,   8,   8,   8,           ,             , 0.0012141409999912867, 0.14437231421470642
            2, 128,   8,  16,  16,           ,             , 0.0017567500001405278, 0.13515572249889374
            2, 128,   8,  32,  32,           ,             , 0.0021728670001266437, 0.19142422080039978
            2, 128,   8,  64,  64,           ,             , 0.0037749299999632058, 0.21724605560302734
            2, 128,   8, 128, 128,           ,             , 0.011440318000040861 , 0.19016000628471375
            2, 128,  16,   4,   4,           ,             , 0.0013322310001058213, 0.1506493240594864
            2, 128,  16,   8,   8,           ,             , 0.0017008689999329363, 0.14963668584823608
            2, 128,  16,  16,  16,           ,             , 0.001953427000216834 , 0.17911562323570251
            2, 128,  16,  32,  32,           ,             , 0.00296852399992531  , 0.17878247797489166
            2, 128,  16,  64,  64,           ,             , 0.00711261900005411  , 0.19830040633678436
            2, 128,  16, 128, 128,           ,             , 0.02476013199998306  , 0.20932438969612122
            2, 128,  32,   4,   4,           ,             , 0.0015578059999370453, 0.17617593705654144
            2, 128,  32,   8,   8,           ,             , 0.0019053519999943092, 0.17816579341888428
            2, 128,  32,  16,  16,           ,             , 0.0026993579999725625, 0.18118645250797272
            2, 128,  32,  32,  32,           ,             , 0.006046573000048738 , 0.20813655853271484
            2, 128,  32,  64,  64,           ,             , 0.020771437999883346 , 0.21611642837524414
            2, 128,  32, 128, 128,           ,             , 0.07224559999986013  , 0.2659432888031006
            2, 128,  64,   4,   4,           ,             , 0.0018153290000100242, 0.15999101102352142
            2, 128,  64,   8,   8,           ,             , 0.0023428399999829708, 0.1658424288034439
            2, 128,  64,  16,  16,           ,             , 0.0051364609998927335, 0.2022239714860916
            2, 128,  64,  32,  32,           ,             , 0.015297631000066758 , 0.2355184704065323
            2, 128,  64,  64,  64,           ,             , 0.051866435999954774 , 0.26248690485954285
            2, 128,  64, 128, 128,           ,             , 0.19077295600004618  , 0.2630460560321808
            2, 128, 128,   4,   4,           ,             , 0.0019973939999999857, 0.1761886179447174
            2, 128, 128,   8,   8,           ,             , 0.004071329999987938 , 0.20211385190486908
            2, 128, 128,  16,  16,           ,             , 0.016993984999999157 , 0.22055797278881073
            2, 128, 128,  32,  32,           ,             , 0.06488813900000423  , 0.24248334765434265
            2, 128, 128,  64,  64,           ,             , 0.1675014499999179   , 0.2554462254047394
